TARGET_SHELF_TRY_KDV_DAHIL,CHANNEL,SCENARIO,VOLUME_BOTTLES,TARIFF_GROUP,CUSTOMS_RATE_PCT,MAX_CIF_TRY_UPPER_BOUND,MAX_CIF_EUR_AT_TCMB_20260810,MAX_CIF_USD_AT_TCMB_20260810,LABEL,STATUS,SOURCE
899,CHAIN_RETAIL,LOW,5000,P_TERCIHLI_DOC_OK,50,350.3850,6.3543,7.3438,STRUCTURAL_CEILING / MODEL_DERIVED / UPPER_BOUND — SUPPLIER TARGET DEGILDIR,DRAFT_UPPER_BOUND_BLOCKED_INPUT,80-model/outputs/country-buying-ceilings.csv + makro.yaml fx (EV-2026-08-10-865/-866)
899,CHAIN_RETAIL,LOW,5000,N_TERCIHSIZ_VEYA_DOC_FAIL,70,309.1633,5.6067,6.4798,STRUCTURAL_CEILING / MODEL_DERIVED / UPPER_BOUND — SUPPLIER TARGET DEGILDIR,DRAFT_UPPER_BOUND_BLOCKED_INPUT,80-model/outputs/country-buying-ceilings.csv + makro.yaml fx (EV-2026-08-10-865/-866)
899,CHAIN_RETAIL,LOW,25000,P_TERCIHLI_DOC_OK,50,367.5145,6.6649,7.7028,STRUCTURAL_CEILING / MODEL_DERIVED / UPPER_BOUND — SUPPLIER TARGET DEGILDIR,DRAFT_UPPER_BOUND_BLOCKED_INPUT,80-model/outputs/country-buying-ceilings.csv + makro.yaml fx (EV-2026-08-10-865/-866)
899,CHAIN_RETAIL,LOW,25000,N_TERCIHSIZ_VEYA_DOC_FAIL,70,324.2775,5.8808,6.7966,STRUCTURAL_CEILING / MODEL_DERIVED / UPPER_BOUND — SUPPLIER TARGET DEGILDIR,DRAFT_UPPER_BOUND_BLOCKED_INPUT,80-model/outputs/country-buying-ceilings.csv + makro.yaml fx (EV-2026-08-10-865/-866)
899,CHAIN_RETAIL,LOW,50000,P_TERCIHLI_DOC_OK,50,368.2453,6.6782,7.7181,STRUCTURAL_CEILING / MODEL_DERIVED / UPPER_BOUND — SUPPLIER TARGET DEGILDIR,DRAFT_UPPER_BOUND_BLOCKED_INPUT,80-model/outputs/country-buying-ceilings.csv + makro.yaml fx (EV-2026-08-10-865/-866)
899,CHAIN_RETAIL,LOW,50000,N_TERCIHSIZ_VEYA_DOC_FAIL,70,324.9223,5.8925,6.8101,STRUCTURAL_CEILING / MODEL_DERIVED / UPPER_BOUND — SUPPLIER TARGET DEGILDIR,DRAFT_UPPER_BOUND_BLOCKED_INPUT,80-model/outputs/country-buying-ceilings.csv + makro.yaml fx (EV-2026-08-10-865/-866)
899,CHAIN_RETAIL,LOW,100000,P_TERCIHLI_DOC_OK,50,369.9811,6.7097,7.7545,STRUCTURAL_CEILING / MODEL_DERIVED / UPPER_BOUND — SUPPLIER TARGET DEGILDIR,DRAFT_UPPER_BOUND_BLOCKED_INPUT,80-model/outputs/country-buying-ceilings.csv + makro.yaml fx (EV-2026-08-10-865/-866)
899,CHAIN_RETAIL,LOW,100000,N_TERCIHSIZ_VEYA_DOC_FAIL,70,326.4539,5.9203,6.8422,STRUCTURAL_CEILING / MODEL_DERIVED / UPPER_BOUND — SUPPLIER TARGET DEGILDIR,DRAFT_UPPER_BOUND_BLOCKED_INPUT,80-model/outputs/country-buying-ceilings.csv + makro.yaml fx (EV-2026-08-10-865/-866)
899,CHAIN_RETAIL,BASE,5000,P_TERCIHLI_DOC_OK,50,314.4972,5.7035,6.5916,STRUCTURAL_CEILING / MODEL_DERIVED / UPPER_BOUND — SUPPLIER TARGET DEGILDIR,DRAFT_UPPER_BOUND_BLOCKED_INPUT,80-model/outputs/country-buying-ceilings.csv + makro.yaml fx (EV-2026-08-10-865/-866)
899,CHAIN_RETAIL,BASE,5000,N_TERCIHSIZ_VEYA_DOC_FAIL,70,277.4976,5.0325,5.8161,STRUCTURAL_CEILING / MODEL_DERIVED / UPPER_BOUND — SUPPLIER TARGET DEGILDIR,DRAFT_UPPER_BOUND_BLOCKED_INPUT,80-model/outputs/country-buying-ceilings.csv + makro.yaml fx (EV-2026-08-10-865/-866)
899,CHAIN_RETAIL,BASE,25000,P_TERCIHLI_DOC_OK,50,332.1801,6.0242,6.9622,STRUCTURAL_CEILING / MODEL_DERIVED / UPPER_BOUND — SUPPLIER TARGET DEGILDIR,DRAFT_UPPER_BOUND_BLOCKED_INPUT,80-model/outputs/country-buying-ceilings.csv + makro.yaml fx (EV-2026-08-10-865/-866)
899,CHAIN_RETAIL,BASE,25000,N_TERCIHSIZ_VEYA_DOC_FAIL,70,293.1001,5.3154,6.1431,STRUCTURAL_CEILING / MODEL_DERIVED / UPPER_BOUND — SUPPLIER TARGET DEGILDIR,DRAFT_UPPER_BOUND_BLOCKED_INPUT,80-model/outputs/country-buying-ceilings.csv + makro.yaml fx (EV-2026-08-10-865/-866)
899,CHAIN_RETAIL,BASE,50000,P_TERCIHLI_DOC_OK,50,332.9442,6.0380,6.9782,STRUCTURAL_CEILING / MODEL_DERIVED / UPPER_BOUND — SUPPLIER TARGET DEGILDIR,DRAFT_UPPER_BOUND_BLOCKED_INPUT,80-model/outputs/country-buying-ceilings.csv + makro.yaml fx (EV-2026-08-10-865/-866)
899,CHAIN_RETAIL,BASE,50000,N_TERCIHSIZ_VEYA_DOC_FAIL,70,293.7743,5.3277,6.1573,STRUCTURAL_CEILING / MODEL_DERIVED / UPPER_BOUND — SUPPLIER TARGET DEGILDIR,DRAFT_UPPER_BOUND_BLOCKED_INPUT,80-model/outputs/country-buying-ceilings.csv + makro.yaml fx (EV-2026-08-10-865/-866)
899,CHAIN_RETAIL,BASE,100000,P_TERCIHLI_DOC_OK,50,334.7000,6.0698,7.0150,STRUCTURAL_CEILING / MODEL_DERIVED / UPPER_BOUND — SUPPLIER TARGET DEGILDIR,DRAFT_UPPER_BOUND_BLOCKED_INPUT,80-model/outputs/country-buying-ceilings.csv + makro.yaml fx (EV-2026-08-10-865/-866)
899,CHAIN_RETAIL,BASE,100000,N_TERCIHSIZ_VEYA_DOC_FAIL,70,295.3235,5.3557,6.1897,STRUCTURAL_CEILING / MODEL_DERIVED / UPPER_BOUND — SUPPLIER TARGET DEGILDIR,DRAFT_UPPER_BOUND_BLOCKED_INPUT,80-model/outputs/country-buying-ceilings.csv + makro.yaml fx (EV-2026-08-10-865/-866)
899,CHAIN_RETAIL,HIGH,5000,P_TERCIHLI_DOC_OK,50,263.8861,4.7856,5.5308,STRUCTURAL_CEILING / MODEL_DERIVED / UPPER_BOUND — SUPPLIER TARGET DEGILDIR,DRAFT_UPPER_BOUND_BLOCKED_INPUT,80-model/outputs/country-buying-ceilings.csv + makro.yaml fx (EV-2026-08-10-865/-866)
899,CHAIN_RETAIL,HIGH,5000,N_TERCIHSIZ_VEYA_DOC_FAIL,70,232.8407,4.2226,4.8801,STRUCTURAL_CEILING / MODEL_DERIVED / UPPER_BOUND — SUPPLIER TARGET DEGILDIR,DRAFT_UPPER_BOUND_BLOCKED_INPUT,80-model/outputs/country-buying-ceilings.csv + makro.yaml fx (EV-2026-08-10-865/-866)
899,CHAIN_RETAIL,HIGH,25000,P_TERCIHLI_DOC_OK,50,281.5890,5.1067,5.9019,STRUCTURAL_CEILING / MODEL_DERIVED / UPPER_BOUND — SUPPLIER TARGET DEGILDIR,DRAFT_UPPER_BOUND_BLOCKED_INPUT,80-model/outputs/country-buying-ceilings.csv + makro.yaml fx (EV-2026-08-10-865/-866)
899,CHAIN_RETAIL,HIGH,25000,N_TERCIHSIZ_VEYA_DOC_FAIL,70,248.4608,4.5059,5.2075,STRUCTURAL_CEILING / MODEL_DERIVED / UPPER_BOUND — SUPPLIER TARGET DEGILDIR,DRAFT_UPPER_BOUND_BLOCKED_INPUT,80-model/outputs/country-buying-ceilings.csv + makro.yaml fx (EV-2026-08-10-865/-866)
899,CHAIN_RETAIL,HIGH,50000,P_TERCIHLI_DOC_OK,50,282.5664,5.1244,5.9224,STRUCTURAL_CEILING / MODEL_DERIVED / UPPER_BOUND — SUPPLIER TARGET DEGILDIR,DRAFT_UPPER_BOUND_BLOCKED_INPUT,80-model/outputs/country-buying-ceilings.csv + makro.yaml fx (EV-2026-08-10-865/-866)
899,CHAIN_RETAIL,HIGH,50000,N_TERCIHSIZ_VEYA_DOC_FAIL,70,249.3233,4.5215,5.2256,STRUCTURAL_CEILING / MODEL_DERIVED / UPPER_BOUND — SUPPLIER TARGET DEGILDIR,DRAFT_UPPER_BOUND_BLOCKED_INPUT,80-model/outputs/country-buying-ceilings.csv + makro.yaml fx (EV-2026-08-10-865/-866)
899,CHAIN_RETAIL,HIGH,100000,P_TERCIHLI_DOC_OK,50,284.4222,5.1581,5.9613,STRUCTURAL_CEILING / MODEL_DERIVED / UPPER_BOUND — SUPPLIER TARGET DEGILDIR,DRAFT_UPPER_BOUND_BLOCKED_INPUT,80-model/outputs/country-buying-ceilings.csv + makro.yaml fx (EV-2026-08-10-865/-866)
899,CHAIN_RETAIL,HIGH,100000,N_TERCIHSIZ_VEYA_DOC_FAIL,70,250.9608,4.5512,5.2599,STRUCTURAL_CEILING / MODEL_DERIVED / UPPER_BOUND — SUPPLIER TARGET DEGILDIR,DRAFT_UPPER_BOUND_BLOCKED_INPUT,80-model/outputs/country-buying-ceilings.csv + makro.yaml fx (EV-2026-08-10-865/-866)
999,CHAIN_RETAIL,LOW,5000,P_TERCIHLI_DOC_OK,50,395.9406,7.1805,8.2986,STRUCTURAL_CEILING / MODEL_DERIVED / UPPER_BOUND — SUPPLIER TARGET DEGILDIR,DRAFT_UPPER_BOUND_BLOCKED_INPUT,80-model/outputs/country-buying-ceilings.csv + makro.yaml fx (EV-2026-08-10-865/-866)
999,CHAIN_RETAIL,LOW,5000,N_TERCIHSIZ_VEYA_DOC_FAIL,70,349.3593,6.3357,7.3223,STRUCTURAL_CEILING / MODEL_DERIVED / UPPER_BOUND — SUPPLIER TARGET DEGILDIR,DRAFT_UPPER_BOUND_BLOCKED_INPUT,80-model/outputs/country-buying-ceilings.csv + makro.yaml fx (EV-2026-08-10-865/-866)
999,CHAIN_RETAIL,LOW,25000,P_TERCIHLI_DOC_OK,50,413.0701,7.4911,8.6576,STRUCTURAL_CEILING / MODEL_DERIVED / UPPER_BOUND — SUPPLIER TARGET DEGILDIR,DRAFT_UPPER_BOUND_BLOCKED_INPUT,80-model/outputs/country-buying-ceilings.csv + makro.yaml fx (EV-2026-08-10-865/-866)
999,CHAIN_RETAIL,LOW,25000,N_TERCIHSIZ_VEYA_DOC_FAIL,70,364.4736,6.6098,7.6391,STRUCTURAL_CEILING / MODEL_DERIVED / UPPER_BOUND — SUPPLIER TARGET DEGILDIR,DRAFT_UPPER_BOUND_BLOCKED_INPUT,80-model/outputs/country-buying-ceilings.csv + makro.yaml fx (EV-2026-08-10-865/-866)
999,CHAIN_RETAIL,LOW,50000,P_TERCIHLI_DOC_OK,50,413.8008,7.5044,8.6729,STRUCTURAL_CEILING / MODEL_DERIVED / UPPER_BOUND — SUPPLIER TARGET DEGILDIR,DRAFT_UPPER_BOUND_BLOCKED_INPUT,80-model/outputs/country-buying-ceilings.csv + makro.yaml fx (EV-2026-08-10-865/-866)
999,CHAIN_RETAIL,LOW,50000,N_TERCIHSIZ_VEYA_DOC_FAIL,70,365.1184,6.6215,7.6526,STRUCTURAL_CEILING / MODEL_DERIVED / UPPER_BOUND — SUPPLIER TARGET DEGILDIR,DRAFT_UPPER_BOUND_BLOCKED_INPUT,80-model/outputs/country-buying-ceilings.csv + makro.yaml fx (EV-2026-08-10-865/-866)
999,CHAIN_RETAIL,LOW,100000,P_TERCIHLI_DOC_OK,50,415.5366,7.5358,8.7093,STRUCTURAL_CEILING / MODEL_DERIVED / UPPER_BOUND — SUPPLIER TARGET DEGILDIR,DRAFT_UPPER_BOUND_BLOCKED_INPUT,80-model/outputs/country-buying-ceilings.csv + makro.yaml fx (EV-2026-08-10-865/-866)
999,CHAIN_RETAIL,LOW,100000,N_TERCIHSIZ_VEYA_DOC_FAIL,70,366.6500,6.6493,7.6847,STRUCTURAL_CEILING / MODEL_DERIVED / UPPER_BOUND — SUPPLIER TARGET DEGILDIR,DRAFT_UPPER_BOUND_BLOCKED_INPUT,80-model/outputs/country-buying-ceilings.csv + makro.yaml fx (EV-2026-08-10-865/-866)
999,CHAIN_RETAIL,BASE,5000,P_TERCIHLI_DOC_OK,50,356.1639,6.4591,7.4649,STRUCTURAL_CEILING / MODEL_DERIVED / UPPER_BOUND — SUPPLIER TARGET DEGILDIR,DRAFT_UPPER_BOUND_BLOCKED_INPUT,80-model/outputs/country-buying-ceilings.csv + makro.yaml fx (EV-2026-08-10-865/-866)
999,CHAIN_RETAIL,BASE,5000,N_TERCIHSIZ_VEYA_DOC_FAIL,70,314.2623,5.6992,6.5867,STRUCTURAL_CEILING / MODEL_DERIVED / UPPER_BOUND — SUPPLIER TARGET DEGILDIR,DRAFT_UPPER_BOUND_BLOCKED_INPUT,80-model/outputs/country-buying-ceilings.csv + makro.yaml fx (EV-2026-08-10-865/-866)
999,CHAIN_RETAIL,BASE,25000,P_TERCIHLI_DOC_OK,50,373.8467,6.7798,7.8355,STRUCTURAL_CEILING / MODEL_DERIVED / UPPER_BOUND — SUPPLIER TARGET DEGILDIR,DRAFT_UPPER_BOUND_BLOCKED_INPUT,80-model/outputs/country-buying-ceilings.csv + makro.yaml fx (EV-2026-08-10-865/-866)
999,CHAIN_RETAIL,BASE,25000,N_TERCIHSIZ_VEYA_DOC_FAIL,70,329.8648,5.9822,6.9137,STRUCTURAL_CEILING / MODEL_DERIVED / UPPER_BOUND — SUPPLIER TARGET DEGILDIR,DRAFT_UPPER_BOUND_BLOCKED_INPUT,80-model/outputs/country-buying-ceilings.csv + makro.yaml fx (EV-2026-08-10-865/-866)
999,CHAIN_RETAIL,BASE,50000,P_TERCIHLI_DOC_OK,50,374.6108,6.7936,7.8515,STRUCTURAL_CEILING / MODEL_DERIVED / UPPER_BOUND — SUPPLIER TARGET DEGILDIR,DRAFT_UPPER_BOUND_BLOCKED_INPUT,80-model/outputs/country-buying-ceilings.csv + makro.yaml fx (EV-2026-08-10-865/-866)
999,CHAIN_RETAIL,BASE,50000,N_TERCIHSIZ_VEYA_DOC_FAIL,70,330.5390,5.9944,6.9278,STRUCTURAL_CEILING / MODEL_DERIVED / UPPER_BOUND — SUPPLIER TARGET DEGILDIR,DRAFT_UPPER_BOUND_BLOCKED_INPUT,80-model/outputs/country-buying-ceilings.csv + makro.yaml fx (EV-2026-08-10-865/-866)
999,CHAIN_RETAIL,BASE,100000,P_TERCIHLI_DOC_OK,50,376.3666,6.8255,7.8883,STRUCTURAL_CEILING / MODEL_DERIVED / UPPER_BOUND — SUPPLIER TARGET DEGILDIR,DRAFT_UPPER_BOUND_BLOCKED_INPUT,80-model/outputs/country-buying-ceilings.csv + makro.yaml fx (EV-2026-08-10-865/-866)
999,CHAIN_RETAIL,BASE,100000,N_TERCIHSIZ_VEYA_DOC_FAIL,70,332.0882,6.0225,6.9603,STRUCTURAL_CEILING / MODEL_DERIVED / UPPER_BOUND — SUPPLIER TARGET DEGILDIR,DRAFT_UPPER_BOUND_BLOCKED_INPUT,80-model/outputs/country-buying-ceilings.csv + makro.yaml fx (EV-2026-08-10-865/-866)
999,CHAIN_RETAIL,HIGH,5000,P_TERCIHLI_DOC_OK,50,299.9972,5.4405,6.2877,STRUCTURAL_CEILING / MODEL_DERIVED / UPPER_BOUND — SUPPLIER TARGET DEGILDIR,DRAFT_UPPER_BOUND_BLOCKED_INPUT,80-model/outputs/country-buying-ceilings.csv + makro.yaml fx (EV-2026-08-10-865/-866)
999,CHAIN_RETAIL,HIGH,5000,N_TERCIHSIZ_VEYA_DOC_FAIL,70,264.7035,4.8004,5.5480,STRUCTURAL_CEILING / MODEL_DERIVED / UPPER_BOUND — SUPPLIER TARGET DEGILDIR,DRAFT_UPPER_BOUND_BLOCKED_INPUT,80-model/outputs/country-buying-ceilings.csv + makro.yaml fx (EV-2026-08-10-865/-866)
999,CHAIN_RETAIL,HIGH,25000,P_TERCIHLI_DOC_OK,50,317.7001,5.7616,6.6587,STRUCTURAL_CEILING / MODEL_DERIVED / UPPER_BOUND — SUPPLIER TARGET DEGILDIR,DRAFT_UPPER_BOUND_BLOCKED_INPUT,80-model/outputs/country-buying-ceilings.csv + makro.yaml fx (EV-2026-08-10-865/-866)
999,CHAIN_RETAIL,HIGH,25000,N_TERCIHSIZ_VEYA_DOC_FAIL,70,280.3236,5.0837,5.8754,STRUCTURAL_CEILING / MODEL_DERIVED / UPPER_BOUND — SUPPLIER TARGET DEGILDIR,DRAFT_UPPER_BOUND_BLOCKED_INPUT,80-model/outputs/country-buying-ceilings.csv + makro.yaml fx (EV-2026-08-10-865/-866)
999,CHAIN_RETAIL,HIGH,50000,P_TERCIHLI_DOC_OK,50,318.6775,5.7793,6.6792,STRUCTURAL_CEILING / MODEL_DERIVED / UPPER_BOUND — SUPPLIER TARGET DEGILDIR,DRAFT_UPPER_BOUND_BLOCKED_INPUT,80-model/outputs/country-buying-ceilings.csv + makro.yaml fx (EV-2026-08-10-865/-866)
999,CHAIN_RETAIL,HIGH,50000,N_TERCIHSIZ_VEYA_DOC_FAIL,70,281.1860,5.0994,5.8934,STRUCTURAL_CEILING / MODEL_DERIVED / UPPER_BOUND — SUPPLIER TARGET DEGILDIR,DRAFT_UPPER_BOUND_BLOCKED_INPUT,80-model/outputs/country-buying-ceilings.csv + makro.yaml fx (EV-2026-08-10-865/-866)
999,CHAIN_RETAIL,HIGH,100000,P_TERCIHLI_DOC_OK,50,320.5333,5.8129,6.7181,STRUCTURAL_CEILING / MODEL_DERIVED / UPPER_BOUND — SUPPLIER TARGET DEGILDIR,DRAFT_UPPER_BOUND_BLOCKED_INPUT,80-model/outputs/country-buying-ceilings.csv + makro.yaml fx (EV-2026-08-10-865/-866)
999,CHAIN_RETAIL,HIGH,100000,N_TERCIHSIZ_VEYA_DOC_FAIL,70,282.8235,5.1291,5.9277,STRUCTURAL_CEILING / MODEL_DERIVED / UPPER_BOUND — SUPPLIER TARGET DEGILDIR,DRAFT_UPPER_BOUND_BLOCKED_INPUT,80-model/outputs/country-buying-ceilings.csv + makro.yaml fx (EV-2026-08-10-865/-866)
